"DESTINATION","PREFIX","RATE"
"South Africa - Other Fixed",2751011,"0,109"
"South Africa - Other Fixed",27510720,"0,109"
"South Africa - Other Fixed",27510910,"0,109"
"South Africa - Other Fixed",27511010,"0,109"
"South Africa - Other Fixed",27511011,"0,109"
"South Africa - Other Fixed",27511012,"0,109"
"South Africa - Other Fixed",27511013,"0,109"
"South Africa - Other Fixed",27511100,"0,109"
"South Africa - Other Fixed",2751140,"0,109"
"South Africa - Other Fixed",27511420,"0,109"
"South Africa - Other Fixed",27512300,"0,109"
"South Africa - Other Fixed",2751250,"0,109"
"South Africa - Other Fixed",27512850,"0,109"
"South Africa - Other Fixed",27513500,"0,109"
"South Africa - Other Fixed",27514150,"0,109"
"South Africa - Other Fixed",27517440,"0,109"
"South Africa - Other Fixed",27517860,"0,109"
"South Africa - Other Fixed",2753001,"0,109"
"South Africa - Other Fixed",2753004,"0,109"
"South Africa - Other Fixed",27531100,"0,109"
"South Africa - Other Fixed",27532850,"0,109"
"South Africa - Other Fixed",27540500,"0,109"
"South Africa - Other Fixed",27541100,"0,109"
"South Africa - Other Fixed",27542850,"0,109"
"South Africa - Other Fixed",27560500,"0,109"
"South Africa - Other Fixed",27570070,"0,109"
"South Africa - Other Fixed",27570500,"0,109"
"South Africa - Other Fixed",27571100,"0,109"
"South Africa - Other Fixed",27572850,"0,109"
"South Africa - Other Fixed",2758001,"0,109"
"South Africa - Other Fixed",27580500,"0,109"
"South Africa - Other Fixed",2787,"0,109"
"South Africa - Other Fixed",27100,"0,109"
"South Africa - Other Fixed",27101000,"0,109"
"South Africa - Other Fixed",27101003,"0,109"
"South Africa - Other Fixed",27101100,"0,109"
"South Africa - Other Fixed",27101300,"0,109"
"South Africa - Other Fixed",2710140,"0,109"
"South Africa - Other Fixed",27101500,"0,109"
"South Africa - Other Fixed",2710185,"0,109"
"South Africa - Other Fixed",27102760,"0,109"
"South Africa - Other Fixed",27102850,"0,109"
"South Africa - Other Fixed",27102860,"0,109"
"South Africa - Other Fixed",27103500,"0,109"
"South Africa - Other Fixed",27104100,"0,109"
"South Africa - Other Fixed",27104300,"0,109"
"South Africa - Other Fixed",27104500,"0,109"
"South Africa - Other Fixed",2710500,"0,109"
"South Africa - Other Fixed",27105160,"0,109"
"South Africa - Other Fixed",2710590,"0,109"
"South Africa - Other Fixed",2710591,"0,109"
"South Africa - Other Fixed",2710592,"0,109"
"South Africa - Other Fixed",2710593,"0,109"
"South Africa - Other Fixed",2710594,"0,109"
"South Africa - Other Fixed",2710610,"0,109"
"South Africa - Other Fixed",27107440,"0,109"
"South Africa - Other Fixed",27107860,"0,109"
"South Africa - Other Fixed",2710860,"0,109"
"South Africa - Other Fixed",27109000,"0,109"
"South Africa - Other Fixed",27109001,"0,109"
"South Africa - Other Fixed",27109002,"0,109"
"South Africa - Other Fixed",27109003,"0,109"
"South Africa - Other Fixed",27109004,"0,109"
"South Africa - Other Fixed",2711100,"0,109"
"South Africa - Other Fixed",2711207590,"0,109"
"South Africa - Other Fixed",2711210410,"0,109"
"South Africa - Other Fixed",2711210411,"0,109"
"South Africa - Other Fixed",271121720,"0,109"
"South Africa - Other Fixed",27112471,"0,109"
"South Africa - Other Fixed",27112575,"0,109"
"South Africa - Other Fixed",271129060,"0,109"
"South Africa - Other Fixed",271131010,"0,109"
"South Africa - Other Fixed",271131011,"0,109"
"South Africa - Other Fixed",271131012,"0,109"
"South Africa - Other Fixed",271131013,"0,109"
"South Africa - Other Fixed",271131014,"0,109"
"South Africa - Other Fixed",2711353350,"0,109"
"South Africa - Other Fixed",27114373,"0,109"
"South Africa - Other Fixed",27114385,"0,109"
"South Africa - Other Fixed",271145945,"0,109"
"South Africa - Other Fixed",271147068,"0,109"
"South Africa - Other Fixed",2711486580,"0,109"
"South Africa - Other Fixed",2711486581,"0,109"
"South Africa - Other Fixed",271150396,"0,109"
"South Africa - Other Fixed",271153724,"0,109"
"South Africa - Other Fixed",271153725,"0,109"
"South Africa - Other Fixed",271156069,"0,109"
"South Africa - Other Fixed",2711568,"0,109"
"South Africa - Other Fixed",271157026,"0,109"
"South Africa - Other Fixed",271161272,"0,109"
"South Africa - Other Fixed",2711676208,"0,109"
"South Africa - Other Fixed",2711676209,"0,109"
"South Africa - Other Fixed",271169968,"0,109"
"South Africa - Other Fixed",271179763,"0,109"
"South Africa - Other Fixed",271179764,"0,109"
"South Africa - Other Fixed",27118081,"0,109"
"South Africa - Other Fixed",271186166,"0,109"
"South Africa - Other Fixed",2711869261,"0,109"
"South Africa - Other Fixed",27118711,"0,109"
"South Africa - Other Fixed",2711883276,"0,109"
"South Africa - Other Fixed",271192883,"0,109"
"South Africa - Other Fixed",271196688,"0,109"
"South Africa - Other Fixed",271196689,"0,109"
"South Africa - Other Fixed",27119718,"0,109"
"South Africa - Other Fixed",271200,"0,109"
"South Africa - Other Fixed",27120100,"0,109"
"South Africa - Other Fixed",27120200,"0,109"
"South Africa - Other Fixed",27120300,"0,109"
"South Africa - Other Fixed",27120350,"0,109"
"South Africa - Other Fixed",27120360,"0,109"
"South Africa - Other Fixed",2712050,"0,109"
"South Africa - Other Fixed",2712060,"0,109"
"South Africa - Other Fixed",27120720,"0,109"
"South Africa - Other Fixed",27120910,"0,109"
"South Africa - Other Fixed",27121003,"0,109"
"South Africa - Other Fixed",2712110,"0,109"
"South Africa - Other Fixed",27121420,"0,109"
"South Africa - Other Fixed",27121500,"0,109"
"South Africa - Other Fixed",27122850,"0,109"
"South Africa - Other Fixed",271237310,"0,109"
"South Africa - Other Fixed",27124100,"0,109"
"South Africa - Other Fixed",271245013,"0,109"
"South Africa - Other Fixed",271245090,"0,109"
"South Africa - Other Fixed",2712492,"0,109"
"South Africa - Other Fixed",27125100,"0,109"
"South Africa - Other Fixed",27125160,"0,109"
"South Africa - Other Fixed",2712562099,"0,109"
"South Africa - Other Fixed",2712562910,"0,109"
"South Africa - Other Fixed",27125800,"0,109"
"South Africa - Other Fixed",2712610,"0,109"
"South Africa - Other Fixed",2712665515,"0,109"
"South Africa - Other Fixed",271266890,"0,109"
"South Africa - Other Fixed",271267471,"0,109"
"South Africa - Other Fixed",271268312,"0,109"
"South Africa - Other Fixed",271268313,"0,109"
"South Africa - Other Fixed",27127440,"0,109"
"South Africa - Other Fixed",27127860,"0,109"
"South Africa - Other Fixed",2712807027,"0,109"
"South Africa - Other Fixed",271280790,"0,109"
"South Africa - Other Fixed",27128800,"0,109"
"South Africa - Other Fixed",2712940,"0,109"
"South Africa - Other Fixed",2712941,"0,109"
"South Africa - Other Fixed",2712942,"0,109"
"South Africa - Other Fixed",2712990,"0,109"
"South Africa - Other Fixed",2713000,"0,109"
"South Africa - Other Fixed",2713001,"0,109"
"South Africa - Other Fixed",2713004,"0,109"
"South Africa - Other Fixed",27130070,"0,109"
"South Africa - Other Fixed",27130100,"0,109"
"South Africa - Other Fixed",27130360,"0,109"
"South Africa - Other Fixed",27131010,"0,109"
"South Africa - Other Fixed",27131100,"0,109"
"South Africa - Other Fixed",2713120,"0,109"
"South Africa - Other Fixed",27132850,"0,109"
"South Africa - Other Fixed",27135160,"0,109"
"South Africa - Other Fixed",2713590,"0,109"
"South Africa - Other Fixed",271400,"0,109"
"South Africa - Other Fixed",27141120,"0,109"
"South Africa - Other Fixed",27141500,"0,109"
"South Africa - Other Fixed",27142850,"0,109"
"South Africa - Other Fixed",2714940,"0,109"
"South Africa - Other Fixed",271500,"0,109"
"South Africa - Other Fixed",27151010,"0,109"
"South Africa - Other Fixed",27151011,"0,109"
"South Africa - Other Fixed",27151012,"0,109"
"South Africa - Other Fixed",27151013,"0,109"
"South Africa - Other Fixed",27151014,"0,109"
"South Africa - Other Fixed",27151100,"0,109"
"South Africa - Other Fixed",27152850,"0,109"
"South Africa - Other Fixed",271600,"0,109"
"South Africa - Other Fixed",2716100,"0,109"
"South Africa - Other Fixed",27161100,"0,109"
"South Africa - Other Fixed",2716130,"0,109"
"South Africa - Other Fixed",27161500,"0,109"
"South Africa - Other Fixed",27162850,"0,109"
"South Africa - Other Fixed",27170070,"0,109"
"South Africa - Other Fixed",27171100,"0,109"
"South Africa - Other Fixed",27172000,"0,109"
"South Africa - Other Fixed",27172850,"0,109"
"South Africa - Other Fixed",2718000,"0,109"
"South Africa - Other Fixed",2718001,"0,109"
"South Africa - Other Fixed",2718011,"0,109"
"South Africa - Other Fixed",27181100,"0,109"
"South Africa - Other Fixed",27182850,"0,109"
"South Africa - Other Fixed",272100,"0,109"
"South Africa - Other Fixed",27210100,"0,109"
"South Africa - Other Fixed",27210120,"0,109"
"South Africa - Other Fixed",27210200,"0,109"
"South Africa - Other Fixed",27210300,"0,109"
"South Africa - Other Fixed",27210350,"0,109"
"South Africa - Other Fixed",27210360,"0,109"
"South Africa - Other Fixed",2721040,"0,109"
"South Africa - Other Fixed",2721050,"0,109"
"South Africa - Other Fixed",27210720,"0,109"
"South Africa - Other Fixed",27210910,"0,109"
"South Africa - Other Fixed",27211000,"0,109"
"South Africa - Other Fixed",27211003,"0,109"
"South Africa - Other Fixed",27211100,"0,109"
"South Africa - Other Fixed",2721140,"0,109"
"South Africa - Other Fixed",2721200,"0,109"
"South Africa - Other Fixed",2721201,"0,109"
"South Africa - Other Fixed",2721202,"0,109"
"South Africa - Other Fixed",27212500,"0,109"
"South Africa - Other Fixed",27212760,"0,109"
"South Africa - Other Fixed",27212850,"0,109"
"South Africa - Other Fixed",2721300,"0,109"
"South Africa - Other Fixed",27213500,"0,109"
"South Africa - Other Fixed",272138032,"0,109"
"South Africa - Other Fixed",272141055,"0,109"
"South Africa - Other Fixed",272141056,"0,109"
"South Africa - Other Fixed",27215160,"0,109"
"South Africa - Other Fixed",272155567,"0,109"
"South Africa - Other Fixed",2721610,"0,109"
"South Africa - Other Fixed",27216200,"0,109"
"South Africa - Other Fixed",272167075,"0,109"
"South Africa - Other Fixed",27217440,"0,109"
"South Africa - Other Fixed",27217700,"0,109"
"South Africa - Other Fixed",272193395,"0,109"
"South Africa - Other Fixed",27221000,"0,109"
"South Africa - Other Fixed",27221100,"0,109"
"South Africa - Other Fixed",27221250,"0,109"
"South Africa - Other Fixed",27222850,"0,109"
"South Africa - Other Fixed",2723001,"0,109"
"South Africa - Other Fixed",27231100,"0,109"
"South Africa - Other Fixed",27232850,"0,109"
"South Africa - Other Fixed",27270500,"0,109"
"South Africa - Other Fixed",27271100,"0,109"
"South Africa - Other Fixed",27272850,"0,109"
"South Africa - Other Fixed",27281100,"0,109"
"South Africa - Other Fixed",27282850,"0,109"
"South Africa - Other Fixed",27283500,"0,109"
"South Africa - Other Fixed",27231000,"0,109"
"South Africa - Other Fixed",27281250,"0,109"
"South Africa - Other Fixed",2742004,"0,109"
"South Africa - Other Fixed",27432850,"0,109"
"South Africa - Other Fixed",27441100,"0,109"
"South Africa - Other Fixed",27470500,"0,109"
"South Africa - Other Fixed",2751050,"0,109"
"South Africa - Other Fixed",27511014,"0,109"
"South Africa - Other Fixed",27513470,"0,109"
"South Africa - Other Fixed",27530500,"0,109"
"South Africa - Other Fixed",2757001,"0,109"
"South Africa - Other Fixed",27581100,"0,109"
"South Africa - Other Fixed",27155900,"0,109"
"South Africa - Other Fixed",2717001,"0,109"
"South Africa - Other Fixed",27180070,"0,109"
"South Africa - Other Fixed",2721015,"0,109"
"South Africa - Other Fixed",2721060,"0,109"
"South Africa - Other Fixed",2721180,"0,109"
"South Africa - Other Fixed",27212860,"0,109"
"South Africa - Other Fixed",272152760,"0,109"
"South Africa - Other Fixed",27219122,"0,109"
"South Africa - Other Fixed",2723004,"0,109"
"South Africa - Other Fixed",27280500,"0,109"
"South Africa Mobile",2771,"0,122"
"South Africa Mobile",2772,"0,122"
"South Africa Mobile",2773,"0,122"
"South Africa Mobile",2774,"0,122"
"South Africa Mobile",2778,"0,122"
"South Africa Mobile",2779,"0,122"
"South Africa Mobile",27816,"0,122"
"South Africa Mobile",2782,"0,122"
"South Africa Mobile",2784,"0,122"
"South Africa Mobile",2785,"0,122"
"South Africa Mobile",2776,"0,122"
"South Africa Mobile",2783,"0,122"
"South Africa Mobile - Telkom",27811,"0,122"
"South Africa Mobile - Telkom",27812,"0,122"
"South Africa Mobile - Telkom",27813,"0,122"
"South Africa Mobile - Telkom",27814,"0,122"
"South Africa Mobile - Telkom",27815,"0,122"
"South Africa Mobile - Telkom",27817,"0,122"
"South Korea",82,"0,1175"
"South Korea Mobile",821,"0,1175"
"South Korea Mobile",8250,"0,1175"
"South Sudan",211,"0,2236"
"Spain",34,"0,0145"
"Spain - IP and Special Services",3451,"0,0145"
"Spain - IP and Special Services",3470,"0,0145"
"Spain - IP and Special Services",34902,"0,0145"
"Spain - IP and Special Services",34904,"0,0145"
"Spain Mobile - Movistar",346010,"0,056"
"Spain Mobile - Movistar",346011,"0,056"
"Spain Mobile - Movistar",346012,"0,056"
"Spain Mobile - Movistar",34606,"0,056"
"Spain Mobile - Movistar",34608,"0,056"
"Spain Mobile - Movistar",34609,"0,056"
"Spain Mobile - Movistar",34616,"0,056"
"Spain Mobile - Movistar",34618,"0,056"
"Spain Mobile - Movistar",34619,"0,056"
"Spain Mobile - Movistar",34620,"0,056"
"Spain Mobile - Movistar",34626,"0,056"
"Spain Mobile - Movistar",34628,"0,056"
"Spain Mobile - Movistar",34629,"0,056"
"Spain Mobile - Movistar",34630,"0,056"
"Spain Mobile - Movistar",34636,"0,056"
"Spain Mobile - Movistar",34638,"0,056"
"Spain Mobile - Movistar",34639,"0,056"
"Spain Mobile - Movistar",346422,"0,056"
"Spain Mobile - Movistar",346423,"0,056"
"Spain Mobile - Movistar",346424,"0,056"
"Spain Mobile - Movistar",346426,"0,056"
"Spain Mobile - Movistar",346427,"0,056"
"Spain Mobile - Movistar",346428,"0,056"
"Spain Mobile - Movistar",346429,"0,056"
"Spain Mobile - Movistar",34646,"0,056"
"Spain Mobile - Movistar",34648,"0,056"
"Spain Mobile - Movistar",34649,"0,056"
"Spain Mobile - Movistar",34650,"0,056"
"Spain Mobile - Movistar",34659,"0,056"
"Spain Mobile - Movistar",34660,"0,056"
"Spain Mobile - Movistar",346686,"0,056"
"Spain Mobile - Movistar",346688,"0,056"
"Spain Mobile - Movistar",34669,"0,056"
"Spain Mobile - Movistar",34676,"0,056"
"Spain Mobile - Movistar",34679,"0,056"
"Spain Mobile - Movistar",34680,"0,056"
"Spain Mobile - Movistar",346810,"0,056"
"Spain Mobile - Movistar",346811,"0,056"
"Spain Mobile - Movistar",346812,"0,056"
"Spain Mobile - Movistar",346813,"0,056"
"Spain Mobile - Movistar",346814,"0,056"
"Spain Mobile - Movistar",346815,"0,056"
"Spain Mobile - Movistar",34682,"0,056"
"Spain Mobile - Movistar",34683,"0,056"
"Spain Mobile - Movistar",346840,"0,056"
"Spain Mobile - Movistar",346841,"0,056"
"Spain Mobile - Movistar",34686,"0,056"
"Spain Mobile - Movistar",34689,"0,056"
"Spain Mobile - Movistar",34690,"0,056"
"Spain Mobile - Movistar",346940,"0,056"
"Spain Mobile - Movistar",34696,"0,056"
"Spain Mobile - Movistar",34699,"0,056"
"Spain Mobile - Movistar",347170,"0,056"
"Spain Mobile - Movistar",347177,"0,056"
"Spain Mobile - Orange",346016,"0,056"
"Spain Mobile - Orange",346020,"0,056"
"Spain Mobile - Orange",346021,"0,056"
"Spain Mobile - Orange",346022,"0,056"
"Spain Mobile - Orange",346023,"0,056"
"Spain Mobile - Orange",346028,"0,056"
"Spain Mobile - Orange",34615,"0,056"
"Spain Mobile - Orange",34625,"0,056"
"Spain Mobile - Orange",346310,"0,056"
"Spain Mobile - Orange",346311,"0,056"
"Spain Mobile - Orange",34632,"0,056"
"Spain Mobile - Orange",34635,"0,056"
"Spain Mobile - Orange",346400,"0,056"
"Spain Mobile - Orange",346401,"0,056"
"Spain Mobile - Orange",34644,"0,056"
"Spain Mobile - Orange",34645,"0,056"
"Spain Mobile - Orange",34651,"0,056"
"Spain Mobile - Orange",34652,"0,056"
"Spain Mobile - Orange",34653,"0,056"
"Spain Mobile - Orange",34655,"0,056"
"Spain Mobile - Orange",34656,"0,056"
"Spain Mobile - Orange",34657,"0,056"
"Spain Mobile - Orange",34658,"0,056"
"Spain Mobile - Orange",346681,"0,056"
"Spain Mobile - Orange",346685,"0,056"
"Spain Mobile - Orange",34675,"0,056"
"Spain Mobile - Orange",34685,"0,056"
"Spain Mobile - Orange",346881,"0,056"
"Spain Mobile - Orange",346882,"0,056"
"Spain Mobile - Orange",346883,"0,056"
"Spain Mobile - Orange",346884,"0,056"
"Spain Mobile - Orange",346885,"0,056"
"Spain Mobile - Orange",34692,"0,056"
"Spain Mobile - Orange",34693,"0,056"
"Spain Mobile - Orange",34695,"0,056"
"Spain Mobile - Orange",346980,"0,056"
"Spain Mobile - Orange",346983,"0,056"
"Spain Mobile - Orange",346984,"0,056"
"Spain Mobile - Orange",346985,"0,056"
"Spain Mobile - Orange",346986,"0,056"
"Spain Mobile - Orange",346987,"0,056"
"Spain Mobile - Orange",347477,"0,056"
"Spain Mobile - Orange",347478,"0,056"
"Spain Mobile - Orange",34605,"0,056"
"Spain Mobile - Orange",346312,"0,056"
"Spain Mobile - Orange",346403,"0,056"
"Spain Mobile - Orange",34654,"0,056"
"Spain Mobile - Orange",34665,"0,056"
"Spain Mobile - Orange",346880,"0,056"
"Spain Mobile - Orange",34691,"0,056"
"Spain Mobile - Orange",346982,"0,056"
"Spain Mobile - Orange",346988,"0,056"
"Spain Mobile - Other",346,"0,056"
"Spain Mobile - Other",347,"0,056"
"Spain Mobile - Vodafone",346024,"0,056"
"Spain Mobile - Vodafone",346025,"0,056"
"Spain Mobile - Vodafone",346026,"0,056"
"Spain Mobile - Vodafone",346027,"0,056"
"Spain Mobile - Vodafone",346030,"0,056"
"Spain Mobile - Vodafone",346032,"0,056"
"Spain Mobile - Vodafone",346033,"0,056"
"Spain Mobile - Vodafone",346034,"0,056"
"Spain Mobile - Vodafone",346035,"0,056"
"Spain Mobile - Vodafone",346037,"0,056"
"Spain Mobile - Vodafone",346038,"0,056"
"Spain Mobile - Vodafone",346039,"0,056"
"Spain Mobile - Vodafone",34607,"0,056"
"Spain Mobile - Vodafone",34610,"0,056"
"Spain Mobile - Vodafone",346112,"0,056"
"Spain Mobile - Vodafone",346116,"0,056"
"Spain Mobile - Vodafone",34617,"0,056"
"Spain Mobile - Vodafone",34627,"0,056"
"Spain Mobile - Vodafone",34634,"0,056"
"Spain Mobile - Vodafone",34647,"0,056"
"Spain Mobile - Vodafone",34661,"0,056"
"Spain Mobile - Vodafone",34662,"0,056"
"Spain Mobile - Vodafone",34663,"0,056"
"Spain Mobile - Vodafone",34666,"0,056"
"Spain Mobile - Vodafone",34667,"0,056"
"Spain Mobile - Vodafone",34670,"0,056"
"Spain Mobile - Vodafone",34671,"0,056"
"Spain Mobile - Vodafone",34672,"0,056"
"Spain Mobile - Vodafone",34674,"0,056"
"Spain Mobile - Vodafone",34677,"0,056"
"Spain Mobile - Vodafone",34678,"0,056"
"Spain Mobile - Vodafone",346846,"0,056"
"Spain Mobile - Vodafone",34687,"0,056"
"Spain Mobile - Vodafone",346888,"0,056"
"Spain Mobile - Vodafone",346889,"0,056"
"Spain Mobile - Vodafone",34697,"0,056"
"Spain Mobile - Vodafone",346981,"0,056"
"Spain Mobile - Vodafone",346989,"0,056"
"Spain Mobile - Vodafone",347117,"0,056"
"Spain Mobile - Vodafone",347171,"0,056"
"Spain Mobile - Vodafone",347277,"0,056"
"Spain Mobile - Vodafone",34600,"0,056"
"Spain Mobile - Vodafone",346031,"0,056"
"Spain Mobile - Vodafone",346036,"0,056"
"Spain Mobile - Vodafone",346111,"0,056"
"Spain Mobile - Vodafone",34637,"0,056"
"Spain Mobile - Vodafone",34664,"0,056"
"Spain Mobile - Vodafone",34673,"0,056"
"Spain Mobile - Vodafone",346886,"0,056"
"Spain Mobile - Vodafone",347111,"0,056"
"Spain Mobile - Yoigo",34622,"0,056"
"Spain Mobile - Yoigo",347221,"0,056"
"Spain Mobile - Yoigo",347222,"0,056"
"Spain Mobile - Yoigo",347223,"0,056"
"Spain Mobile - Yoigo",347224,"0,056"
"Spain Mobile - Yoigo",347225,"0,056"
"Spain Mobile - Yoigo",347227,"0,056"
"Spain Mobile - Yoigo",34633,"0,056"
"Sri Lanka",94,"0,1175"
"Sudan",249,"0,2236"
"Sudan Mobile",24912,"0,2236"
"Sudan Mobile",24990,"0,2236"
"Sudan Mobile",24991,"0,2236"
"Sudan Mobile",24992,"0,2236"
"Sudan Mobile",24995,"0,2236"
"Sudan Mobile",24996,"0,2236"
"Sudan Mobile",24997,"0,2236"
"Sudan Mobile",24999,"0,2236"
"Sudan Mobile",24911,"0,2236"
"Sudan Mobile",24994,"0,2236"
"Sudan Mobile",24998,"0,2236"
"Suriname",597,"0,2236"
"Swaziland",268,"0,2236"
"Swaziland Mobile",2686,"0,2236"
"Swaziland Mobile",2687,"0,2236"
"Sweden",46,"0,0121"
"Sweden Mobile - Comviq",46252,"0,056"
"Sweden Mobile - Comviq",46254,"0,056"
"Sweden Mobile - Comviq",46700,"0,056"
"Sweden Mobile - Comviq",467015,"0,056"
"Sweden Mobile - Comviq",467016,"0,056"
"Sweden Mobile - Comviq",46704,"0,056"
"Sweden Mobile - Comviq",46707,"0,056"
"Sweden Mobile - Comviq",4671900008,"0,056"
"Sweden Mobile - Comviq",467200,"0,056"
"Sweden Mobile - Comviq",467201,"0,056"
"Sweden Mobile - Comviq",467202,"0,056"
"Sweden Mobile - Comviq",467203,"0,056"
"Sweden Mobile - Comviq",467204,"0,056"
"Sweden Mobile - Comviq",46722,"0,056"
"Sweden Mobile - Comviq",467283,"0,056"
"Sweden Mobile - Comviq",467284,"0,056"
"Sweden Mobile - Comviq",467285,"0,056"
"Sweden Mobile - Comviq",467286,"0,056"
"Sweden Mobile - Comviq",467287,"0,056"
"Sweden Mobile - Comviq",467290,"0,056"
"Sweden Mobile - Comviq",467291,"0,056"
"Sweden Mobile - Comviq",467292,"0,056"
"Sweden Mobile - Comviq",467293,"0,056"
"Sweden Mobile - Comviq",467294,"0,056"
"Sweden Mobile - Comviq",4673171,"0,056"
"Sweden Mobile - Comviq",467321,"0,056"
"Sweden Mobile - Comviq",467322,"0,056"
"Sweden Mobile - Comviq",46734602,"0,056"
"Sweden Mobile - Comviq",46734603,"0,056"
"Sweden Mobile - Comviq",46734604,"0,056"
"Sweden Mobile - Comviq",46734605,"0,056"
"Sweden Mobile - Comviq",46734606,"0,056"
"Sweden Mobile - Comviq",46734607,"0,056"
"Sweden Mobile - Comviq",46734608,"0,056"
"Sweden Mobile - Comviq",46734609,"0,056"
"Sweden Mobile - Comviq",4673461,"0,056"
"Sweden Mobile - Comviq",467355,"0,056"
"Sweden Mobile - Comviq",467356,"0,056"
"Sweden Mobile - Comviq",467357,"0,056"
"Sweden Mobile - Comviq",467358,"0,056"
"Sweden Mobile - Comviq",467359,"0,056"
"Sweden Mobile - Comviq",46736,"0,056"
"Sweden Mobile - Comviq",46737,"0,056"
"Sweden Mobile - Comviq",467387,"0,056"
"Sweden Mobile - Comviq",467389,"0,056"
"Sweden Mobile - Comviq",46739,"0,056"
"Sweden Mobile - Comviq",46760,"0,056"
"Sweden Mobile - Comviq",46762,"0,056"
"Sweden Mobile - Comviq",467640,"0,056"
"Sweden Mobile - Comviq",467641,"0,056"
"Sweden Mobile - Comviq",467642,"0,056"
"Sweden Mobile - Comviq",4676470,"0,056"
"Sweden Mobile - Comviq",4676471,"0,056"
"Sweden Mobile - Comviq",4676472,"0,056"
"Sweden Mobile - Comviq",4676473,"0,056"
"Sweden Mobile - Comviq",4676474,"0,056"
"Sweden Mobile - Comviq",4676475,"0,056"
"Sweden Mobile - Comviq",4676476,"0,056"
"Sweden Mobile - Comviq",4676477,"0,056"
"Sweden Mobile - Comviq",467655,"0,056"
"Sweden Mobile - Comviq",467656,"0,056"
"Sweden Mobile - Comviq",467657,"0,056"
"Sweden Mobile - Comviq",467658,"0,056"
"Sweden Mobile - Comviq",467659,"0,056"
"Sweden Mobile - Comviq",467665,"0,056"
"Sweden Mobile - Comviq",4676667,"0,056"
"Sweden Mobile - Comviq",467668,"0,056"
"Sweden Mobile - Comviq",4676695,"0,056"
"Sweden Mobile - Comviq",4676696,"0,056"
"Sweden Mobile - Comviq",4676697,"0,056"
"Sweden Mobile - Comviq",4676698,"0,056"
"Sweden Mobile - Comviq",4676699,"0,056"
"Sweden Mobile - Comviq",467670,"0,056"
"Sweden Mobile - Comviq",467671,"0,056"
"Sweden Mobile - Comviq",4676720,"0,056"
"Sweden Mobile - Comviq",4676721,"0,056"
"Sweden Mobile - Comviq",4676722,"0,056"
"Sweden Mobile - Comviq",4676724,"0,056"
"Sweden Mobile - Comviq",4676725,"0,056"
"Sweden Mobile - Comviq",467672673,"0,056"
"Sweden Mobile - Comviq",467690,"0,056"
"Sweden Mobile - Comviq",467691,"0,056"
"Sweden Mobile - Comviq",467693,"0,056"
"Sweden Mobile - Comviq",467694,"0,056"
"Sweden Mobile - Comviq",4676723,"0,056"
"Sweden Mobile - Comviq",467692,"0,056"
"Sweden Mobile - HI3G",46675,"0,056"
"Sweden Mobile - HI3G",467230,"0,056"
"Sweden Mobile - HI3G",467231,"0,056"
"Sweden Mobile - HI3G",467232,"0,056"
"Sweden Mobile - HI3G",467350,"0,056"
"Sweden Mobile - HI3G",467351,"0,056"
"Sweden Mobile - HI3G",467352,"0,056"
"Sweden Mobile - HI3G",467353,"0,056"
"Sweden Mobile - HI3G",467354,"0,056"
"Sweden Mobile - HI3G",467601,"0,056"
"Sweden Mobile - HI3G",467602,"0,056"
"Sweden Mobile - HI3G",467603,"0,056"
"Sweden Mobile - HI3G",467604,"0,056"
"Sweden Mobile - HI3G",467616,"0,056"
"Sweden Mobile - HI3G",467618,"0,056"
"Sweden Mobile - HI3G",467619,"0,056"
"Sweden Mobile - HI3G",46763,"0,056"
"Sweden Mobile - HI3G",467233,"0,056"
"Sweden Mobile - HI3G",467600,"0,056"
"Sweden Mobile - HI3G",467617,"0,056"
"Sweden Mobile - Other",46676,"0,056"
"Sweden Mobile - Other",4670,"0,056"
"Sweden Mobile - Other",4672,"0,056"
"Sweden Mobile - Other",4673,"0,056"
"Sweden Mobile - Other",4674,"0,056"
"Sweden Mobile - Other",4676,"0,056"
"Sweden Mobile - Other",4671,"0,056"
"Sweden Mobile - Telenor",46674,"0,056"
"Sweden Mobile - Telenor",467014,"0,056"
"Sweden Mobile - Telenor",46701990,"0,056"
"Sweden Mobile - Telenor",46701991,"0,056"
"Sweden Mobile - Telenor",46701992,"0,056"
"Sweden Mobile - Telenor",46701993,"0,056"
"Sweden Mobile - Telenor",46701995,"0,056"
"Sweden Mobile - Telenor",46708,"0,056"
"Sweden Mobile - Telenor",46709,"0,056"
"Sweden Mobile - Telenor",467190001,"0,056"
"Sweden Mobile - Telenor",467190002,"0,056"
"Sweden Mobile - Telenor",467190003,"0,056"
"Sweden Mobile - Telenor",467190005,"0,056"
"Sweden Mobile - Telenor",4672059,"0,056"
"Sweden Mobile - Telenor",467215,"0,056"
"Sweden Mobile - Telenor",467216,"0,056"
"Sweden Mobile - Telenor",467217,"0,056"
"Sweden Mobile - Telenor",467218,"0,056"
"Sweden Mobile - Telenor",467235,"0,056"
"Sweden Mobile - Telenor",467236,"0,056"
"Sweden Mobile - Telenor",467237,"0,056"
"Sweden Mobile - Telenor",467238,"0,056"
"Sweden Mobile - Telenor",467239,"0,056"
"Sweden Mobile - Telenor",467288,"0,056"
"Sweden Mobile - Telenor",467296,"0,056"
"Sweden Mobile - Telenor",467297,"0,056"
"Sweden Mobile - Telenor",467298,"0,056"
"Sweden Mobile - Telenor",467299,"0,056"
